Lease_ID,Property_ID,Tenant_Name,Suite,SF,Rent_PSF_Monthly,Annual_Rent,Escalation_Rate,Lease_Start,Lease_Expiration,Lease_Type
HRE-1034-P1-L1,HRE-1034-P1,"Bowers, Brady and Goodwin",100,5350,2.95,189390,0.025,2024-07-24,2030-11-10,NNN
HRE-1034-P1-L2,HRE-1034-P1,Wolfe-Kelley,110,4930,3.82,225991,0.0,2024-07-24,2029-12-15,NNN
HRE-1034-P1-L3,HRE-1034-P1,Kemp-Russell,120,6316,2.48,187964,0.0,2024-07-24,2026-08-03,NNN
HRE-1034-P1-L4,HRE-1034-P1,"Davis, Lawson and Carrillo",130,5030,2.81,169611,0.03,2024-07-24,2028-03-25,NNN
HRE-1034-P1-L5,HRE-1034-P1,"Garza, Berry and Clark",140,6779,3.99,324578,0.02,2024-07-24,2027-11-26,NNN
HRE-1034-P1-L6,HRE-1034-P1,Hunter-Robinson,150,7069,2.82,239214,0.025,2024-07-24,2028-02-24,NNN
HRE-1035-P1-L1,HRE-1035-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1282178,0.02,2024-04-13,2035-02-05,Master Lease
HRE-1036-P1-L1,HRE-1036-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,743989,0.02,2024-08-25,2035-06-19,Master Lease
HRE-1037-P1-L1,HRE-1037-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1265168,0.02,2024-06-23,2035-04-17,Master Lease
HRE-1038-P1-L1,HRE-1038-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,772800,0.02,2023-12-09,2034-10-02,Master Lease
HRE-1039-P1-L1,HRE-1039-P1,Dennis Ltd,100,1240,3.5,52080,0.0,2024-07-24,2027-05-30,NNN
HRE-1039-P1-L2,HRE-1039-P1,"Yang, Levy and Horn",110,1349,3.73,60381,0.03,2024-07-24,2028-03-25,NNN
HRE-1039-P1-L3,HRE-1039-P1,Price-Sutton,120,1627,3.4,66381,0.0,2024-07-24,2029-04-19,NNN
HRE-1039-P1-L4,HRE-1039-P1,Avila and Sons,130,1513,2.73,49565,0.02,2024-07-24,2029-07-18,NNN
HRE-1039-P1-L5,HRE-1039-P1,Harris Group,140,1100,2.82,37224,0.03,2024-07-24,2026-08-03,NNN
HRE-1039-P1-L6,HRE-1039-P1,Nguyen-Compton,150,1292,3.04,47132,0.03,2024-07-24,2029-08-17,NNN
HRE-1039-P1-L7,HRE-1039-P1,Frank Inc,160,1146,2.35,32317,0.0,2024-07-24,2027-11-26,NNN
HRE-1039-P1-L8,HRE-1039-P1,Sanchez Ltd,170,1445,3.83,66412,0.02,2024-07-24,2030-10-11,NNN
HRE-1039-P2-L1,HRE-1039-P2,Watkins-May,100,2798,3.38,113486,0.03,2024-07-24,2029-09-16,NNN
HRE-1039-P2-L2,HRE-1039-P2,Beltran-Nelson,110,2299,3.08,84971,0.03,2024-07-24,2028-08-22,NNN
HRE-1039-P2-L3,HRE-1039-P2,"Smith, Wilcox and Alexander",120,1910,3.02,69218,0.0,2024-07-24,2029-02-18,NNN
HRE-1039-P2-L4,HRE-1039-P2,Brooks-Avila,130,2287,2.14,58730,0.0,2024-07-24,2027-07-29,NNN
HRE-1039-P2-L5,HRE-1039-P2,Clark Inc,140,1991,3.2,76454,0.03,2024-07-24,2028-05-24,NNN
HRE-1039-P2-L6,HRE-1039-P2,Arnold-Gould,150,2395,2.39,68688,0.025,2024-07-24,2026-12-01,NNN
HRE-1039-P2-L7,HRE-1039-P2,"Kelly, Reese and Olson",160,1884,3.25,73476,0.02,2024-07-24,2028-06-23,NNN
HRE-1039-P3-L1,HRE-1039-P3,Marshall-Santiago,100,241,3.54,10237,0.03,2024-07-24,2030-08-12,NNN
HRE-1039-P3-L2,HRE-1039-P3,Mcgrath PLC,110,243,2.27,6619,0.03,2024-07-24,2030-08-12,NNN
HRE-1039-P3-L3,HRE-1039-P3,Mcguire Group,120,221,2.86,7584,0.0,2024-07-24,2029-06-18,NNN
HRE-1039-P4-L1,HRE-1039-P4,"Freeman, Galvan and Booker",100,2275,3.48,95004,0.02,2024-07-24,2029-11-15,NNN
HRE-1039-P4-L2,HRE-1039-P4,"Wood, Miller and Mcgee",110,2279,3.7,101187,0.02,2024-07-24,2029-03-20,NNN
HRE-1039-P4-L3,HRE-1039-P4,Reyes Ltd,120,2206,2.16,57179,0.03,2024-07-24,2030-11-10,NNN
HRE-1039-P4-L4,HRE-1039-P4,Rowe-Boone,130,2020,2.74,66417,0.025,2024-07-24,2030-09-11,NNN
HRE-1039-P4-L5,HRE-1039-P4,Mcdaniel Inc,140,1845,3.69,81696,0.0,2024-07-24,2027-12-26,NNN
HRE-1039-P4-L6,HRE-1039-P4,Conner-Wilkins,150,2255,2.0,54120,0.0,2024-07-24,2029-09-16,NNN
HRE-1039-P5-L1,HRE-1039-P5,Mcdonald Inc,100,1340,2.9,46632,0.03,2024-07-24,2027-06-29,NNN
HRE-1039-P5-L2,HRE-1039-P5,"Burke, Graham and Erickson",110,1128,2.31,31268,0.025,2024-07-24,2030-01-14,NNN
HRE-1039-P5-L3,HRE-1039-P5,"Leon, Baird and Anderson",120,1471,2.07,36539,0.03,2024-07-24,2028-10-21,NNN
HRE-1039-P5-L4,HRE-1039-P5,Jones Inc,130,1295,3.75,58275,0.02,2024-07-24,2027-06-29,NNN
HRE-1039-P5-L5,HRE-1039-P5,Patel-Oconnell,140,1438,2.58,44520,0.03,2024-07-24,2029-12-15,NNN
HRE-1039-P5-L6,HRE-1039-P5,Rubio-Webb,150,1116,2.54,34015,0.0,2024-07-24,2030-11-10,NNN
HRE-1039-P5-L7,HRE-1039-P5,Forbes-Walters,160,1423,2.98,50886,0.03,2024-07-24,2026-11-01,NNN
HRE-1039-P6-L1,HRE-1039-P6,Yoder LLC,100,8351,3.11,311659,0.025,2024-07-24,2027-01-30,NNN
HRE-1039-P6-L2,HRE-1039-P6,Garcia Ltd,110,10797,3.45,446995,0.02,2024-07-24,2029-10-16,NNN
HRE-1039-P6-L3,HRE-1039-P6,Graves-Moreno,120,10806,3.82,495347,0.03,2024-07-24,2027-06-29,NNN
HRE-1040-P1-L1,HRE-1040-P1,"Chavez, Ibarra and Olson",100,3853,3.16,146105,0.03,2024-07-24,2030-05-14,NNN
HRE-1040-P1-L2,HRE-1040-P1,Martin and Sons,110,3739,3.77,169152,0.0,2024-07-24,2029-03-20,NNN
HRE-1040-P1-L3,HRE-1040-P1,Chavez Ltd,120,4316,3.6,186451,0.0,2024-07-24,2029-05-19,NNN
HRE-1040-P1-L4,HRE-1040-P1,Garcia and Sons,130,4282,3.5,179844,0.02,2024-07-24,2026-07-04,NNN
HRE-1040-P1-L5,HRE-1040-P1,"Wright, Andrews and Singleton",140,3674,2.77,122123,0.0,2024-07-24,2030-08-12,NNN
HRE-1040-P1-L6,HRE-1040-P1,"Stewart, Mays and Ewing",150,4550,2.51,137045,0.025,2024-07-24,2028-07-23,NNN
HRE-1040-P1-L7,HRE-1040-P1,Potts-Garrett,160,4894,2.92,171485,0.03,2024-07-24,2029-10-16,NNN
HRE-1040-P1-L8,HRE-1040-P1,"Walker, Miller and Lee",170,3418,2.48,101719,0.02,2024-07-24,2028-05-24,NNN
HRE-1040-P1-L9,HRE-1040-P1,Anderson-Escobar,180,4747,2.06,117345,0.02,2024-07-24,2029-12-15,NNN
HRE-1041-P1-L1,HRE-1041-P1,"Fields, Fischer and Sanchez",100,1970,2.01,47516,0.03,2024-07-24,2030-11-10,NNN
HRE-1041-P1-L2,HRE-1041-P1,Vaughn-Taylor,110,1943,2.89,67383,0.03,2024-07-24,2028-05-24,NNN
HRE-1041-P1-L3,HRE-1041-P1,Smith-Holt,120,1958,3.9,91634,0.0,2024-07-24,2030-06-13,NNN
HRE-1041-P1-L4,HRE-1041-P1,"Harding, Robinson and Carter",130,1937,3.44,79959,0.0,2024-07-24,2028-03-25,NNN
HRE-1041-P1-L5,HRE-1041-P1,Sanchez Inc,140,2221,2.49,66363,0.02,2024-07-24,2029-05-19,NNN
HRE-1041-P1-L6,HRE-1041-P1,Taylor-Valencia,150,1749,2.9,60865,0.025,2024-07-24,2027-07-29,NNN
HRE-1041-P1-L7,HRE-1041-P1,Velasquez Ltd,160,1700,3.16,64464,0.02,2024-07-24,2030-04-14,NNN
HRE-1041-P1-L8,HRE-1041-P1,Williams PLC,170,2360,3.34,94588,0.025,2024-07-24,2030-02-13,NNN
HRE-1041-P1-L9,HRE-1041-P1,Johnson LLC,180,2013,3.18,76816,0.025,2024-07-24,2029-02-18,NNN
HRE-1041-P1-L10,HRE-1041-P1,"Barnes, Taylor and Cooper",190,1788,2.26,48490,0.025,2024-07-24,2028-01-25,NNN
HRE-1041-P2-L1,HRE-1041-P2,Bates Group,100,613,2.89,21258,0.025,2024-07-24,2026-12-01,NNN
HRE-1041-P2-L2,HRE-1041-P2,Wright PLC,110,521,3.45,21569,0.025,2024-07-24,2030-05-14,NNN
HRE-1041-P2-L3,HRE-1041-P2,Sullivan-Jordan,120,477,2.06,11791,0.02,2024-07-24,2029-10-16,NNN
HRE-1041-P2-L4,HRE-1041-P2,"Miller, Shah and Rodriguez",130,570,3.86,26402,0.02,2024-07-24,2026-12-01,NNN
HRE-1041-P3-L1,HRE-1041-P3,"Parks, Lambert and Henson",100,9838,2.63,310487,0.02,2024-07-24,2028-05-24,NNN
HRE-1041-P3-L2,HRE-1041-P3,Griffin-Bradley,110,7140,2.47,211629,0.02,2024-07-24,2029-01-19,NNN
HRE-1041-P3-L3,HRE-1041-P3,Williams LLC,120,7399,2.38,211315,0.03,2024-07-24,2029-05-19,NNN
HRE-1041-P3-L4,HRE-1041-P3,"Crawford, Ayers and Myers",130,9809,2.57,302509,0.03,2024-07-24,2030-03-15,NNN
HRE-1041-P3-L5,HRE-1041-P3,Howard-Johnson,140,7365,2.11,186481,0.02,2024-07-24,2029-04-19,NNN
HRE-1041-P3-L6,HRE-1041-P3,Wiggins Group,150,7290,2.82,246693,0.025,2024-07-24,2028-09-21,NNN
HRE-1041-P4-L1,HRE-1041-P4,Brooks PLC,100,6515,3.97,310374,0.0,2024-07-24,2029-01-19,NNN
HRE-1041-P4-L2,HRE-1041-P4,Owens and Sons,110,6985,2.73,228828,0.0,2024-07-24,2029-03-20,NNN
HRE-1041-P4-L3,HRE-1041-P4,Johnson Ltd,120,5280,2.51,159033,0.03,2024-07-24,2027-09-27,NNN
HRE-1041-P5-L1,HRE-1041-P5,Bartlett-Jackson,100,1644,2.94,58000,0.02,2024-07-24,2030-06-13,NNN
HRE-1041-P5-L2,HRE-1041-P5,"Dixon, Adams and Hill",110,1672,3.0,60192,0.0,2024-07-24,2030-06-13,NNN
HRE-1041-P5-L3,HRE-1041-P5,Hill and Sons,120,1678,2.03,40876,0.02,2024-07-24,2029-06-18,NNN
HRE-1041-P5-L4,HRE-1041-P5,Bryant PLC,130,1618,3.38,65626,0.0,2024-07-24,2027-11-26,NNN
HRE-1041-P5-L5,HRE-1041-P5,Black-Oconnor,140,1298,3.4,52958,0.02,2024-07-24,2027-12-26,NNN
HRE-1041-P5-L6,HRE-1041-P5,"Bailey, Montgomery and Robinson",150,1170,3.01,42260,0.03,2024-07-24,2030-04-14,NNN
HRE-1041-P5-L7,HRE-1041-P5,"Wade, Johnson and Johnson",160,1321,2.36,37410,0.03,2024-07-24,2027-07-29,NNN
HRE-1041-P5-L8,HRE-1041-P5,"Ochoa, Blackwell and Jones",170,1574,2.51,47408,0.0,2024-07-24,2027-05-30,NNN
HRE-1041-P5-L9,HRE-1041-P5,Taylor Group,180,1197,2.13,30595,0.025,2024-07-24,2026-07-04,NNN
HRE-1042-P1-L1,HRE-1042-P1,Beacon Capital OpCo,Entire Facility,0,0.0,718805,0.02,2023-09-12,2034-07-06,Master Lease
HRE-1043-P1-L1,HRE-1043-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,930006,0.02,2024-10-28,2035-08-22,Master Lease
HRE-1044-P1-L1,HRE-1044-P1,Perkins LLC,100,4528,3.2,173875,0.03,2024-07-24,2027-12-26,NNN
HRE-1044-P1-L2,HRE-1044-P1,"Simpson, Hinton and Thomas",110,5582,3.03,202961,0.0,2024-07-24,2027-04-30,NNN
HRE-1044-P1-L3,HRE-1044-P1,Dillon-Harding,120,4189,3.76,189007,0.03,2024-07-24,2030-04-14,NNN
HRE-1044-P1-L4,HRE-1044-P1,Meyer LLC,130,3925,3.5,164850,0.025,2024-07-24,2027-09-27,NNN
HRE-1044-P1-L5,HRE-1044-P1,Fitzgerald and Sons,140,3760,2.67,120470,0.0,2024-07-24,2026-12-01,NNN
HRE-1044-P1-L6,HRE-1044-P1,Cunningham PLC,150,5457,2.43,159126,0.025,2024-07-24,2029-06-18,NNN
HRE-1044-P1-L7,HRE-1044-P1,Johnston-Gardner,160,5261,2.33,147097,0.0,2024-07-24,2027-09-27,NNN
HRE-1044-P1-L8,HRE-1044-P1,Hill PLC,170,4969,2.23,132970,0.02,2024-07-24,2026-12-01,NNN
HRE-1045-P1-L1,HRE-1045-P1,Gonzalez Inc,100,14389,2.88,497283,0.03,2024-07-24,2030-04-14,NNN
HRE-1045-P1-L2,HRE-1045-P1,Davis Ltd,110,14368,2.24,386211,0.0,2024-07-24,2026-12-01,NNN
HRE-1045-P1-L3,HRE-1045-P1,Brown Inc,120,14217,3.59,612468,0.02,2024-07-24,2028-02-24,NNN
HRE-1045-P1-L4,HRE-1045-P1,Bolton and Sons,130,13509,3.72,603041,0.0,2024-07-24,2030-11-10,NNN
HRE-1045-P1-L5,HRE-1045-P1,Rowland-Fisher,140,13404,3.2,514713,0.03,2024-07-24,2030-07-13,NNN
HRE-1046-P1-L1,HRE-1046-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1485769,0.02,2024-07-20,2035-05-14,Master Lease
HRE-1047-P1-L1,HRE-1047-P1,Gibbs-Frey,100,11116,3.7,493550,0.0,2024-07-24,2026-07-04,NNN
HRE-1047-P1-L2,HRE-1047-P1,Foster and Sons,110,8625,3.92,405720,0.02,2024-07-24,2027-03-01,NNN
HRE-1047-P1-L3,HRE-1047-P1,Kennedy Ltd,120,10665,2.53,323789,0.02,2024-07-24,2027-05-30,NNN
HRE-1047-P1-L4,HRE-1047-P1,Lewis-Alvarado,130,10490,3.23,406592,0.03,2024-07-24,2029-04-19,NNN
HRE-1047-P1-L5,HRE-1047-P1,Ball and Sons,140,9567,2.42,277825,0.0,2024-07-24,2030-11-10,NNN
HRE-1047-P1-L6,HRE-1047-P1,"Franklin, Stuart and Meyer",150,9531,2.42,276780,0.025,2024-07-24,2029-11-15,NNN
HRE-1047-P1-L7,HRE-1047-P1,Horn Inc,160,10932,2.15,282045,0.025,2024-07-24,2029-08-17,NNN
HRE-1048-P1-L1,HRE-1048-P1,Beacon Capital OpCo,Entire Facility,0,0.0,999103,0.02,2024-09-08,2035-07-03,Master Lease
HRE-1049-P1-L1,HRE-1049-P1,Duran Inc,100,14930,3.47,621685,0.025,2024-07-24,2030-02-13,NNN
HRE-1049-P1-L2,HRE-1049-P1,"Valenzuela, Price and Lewis",110,13757,2.11,348327,0.03,2024-07-24,2030-08-12,NNN
HRE-1049-P1-L3,HRE-1049-P1,Rodriguez and Sons,120,11641,2.3,321291,0.025,2024-07-24,2027-03-01,NNN
HRE-1050-P1-L1,HRE-1050-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,1231835,0.02,2023-02-21,2033-12-15,Master Lease
HRE-1051-P1-L1,HRE-1051-P1,Beacon Capital OpCo,Entire Facility,0,0.0,684538,0.02,2024-09-29,2035-07-24,Master Lease
HRE-1052-P1-L1,HRE-1052-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1785348,0.02,2025-01-22,2035-11-16,Master Lease
HRE-1053-P1-L1,HRE-1053-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1128049,0.02,2023-05-21,2034-03-14,Master Lease
HRE-1054-P1-L1,HRE-1054-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,872138,0.02,2023-12-04,2034-09-27,Master Lease
HRE-1055-P1-L1,HRE-1055-P1,"Holmes, Vance and Frost",100,7419,3.2,284889,0.025,2024-07-24,2030-06-13,NNN
HRE-1055-P1-L2,HRE-1055-P1,Bennett-Blackwell,110,8310,2.52,251294,0.0,2024-07-24,2027-11-26,NNN
HRE-1055-P1-L3,HRE-1055-P1,"Vincent, Campos and Brown",120,9234,3.36,372314,0.0,2024-07-24,2026-08-03,NNN
HRE-1055-P1-L4,HRE-1055-P1,Garcia Group,130,6789,4.0,325872,0.03,2024-07-24,2026-08-03,NNN
HRE-1055-P1-L5,HRE-1055-P1,"Clark, Wright and Martin",140,8792,2.58,272200,0.02,2024-07-24,2028-10-21,NNN
HRE-1055-P1-L6,HRE-1055-P1,Rodriguez LLC,150,7795,2.32,217012,0.03,2024-07-24,2026-08-03,NNN
HRE-1055-P1-L7,HRE-1055-P1,Crane-Jones,160,7954,2.96,282526,0.025,2024-07-24,2030-06-13,NNN
HRE-1055-P1-L8,HRE-1055-P1,"Morris, Castillo and Matthews",170,7981,3.41,326582,0.0,2024-07-24,2026-08-03,NNN
HRE-1055-P1-L9,HRE-1055-P1,Bowers and Sons,180,8453,2.26,229245,0.03,2024-07-24,2028-10-21,NNN
HRE-1055-P1-L10,HRE-1055-P1,Gross Inc,190,9148,3.15,345794,0.0,2024-07-24,2026-07-04,NNN
HRE-1056-P1-L1,HRE-1056-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,609677,0.02,2023-12-27,2034-10-20,Master Lease
HRE-1057-P1-L1,HRE-1057-P1,"Larson, Hanson and Gibbs",100,10926,2.91,381535,0.0,2024-07-24,2027-08-28,NNN
HRE-1057-P1-L2,HRE-1057-P1,Moran Inc,110,10943,2.3,302026,0.025,2024-07-24,2028-12-20,NNN
HRE-1057-P1-L3,HRE-1057-P1,Thompson-Poole,120,11380,2.49,340034,0.03,2024-07-24,2028-05-24,NNN
HRE-1057-P1-L4,HRE-1057-P1,Harrison-Snow,130,11764,2.25,317628,0.03,2024-07-24,2027-03-01,NNN
HRE-1057-P1-L5,HRE-1057-P1,Mcgee PLC,140,11357,2.42,329807,0.0,2024-07-24,2027-03-31,NNN
HRE-1057-P1-L6,HRE-1057-P1,Hernandez and Sons,150,12105,3.29,477905,0.025,2024-07-24,2030-03-15,NNN
HRE-1057-P1-L7,HRE-1057-P1,Harris-Turner,160,8271,3.55,352344,0.025,2024-07-24,2028-10-21,NNN
HRE-1057-P1-L8,HRE-1057-P1,"Chambers, Scott and Martin",170,11812,3.66,518783,0.0,2024-07-24,2030-04-14,NNN
HRE-1058-P1-L1,HRE-1058-P1,Morgan-Riley,100,6278,3.81,287030,0.0,2024-07-24,2030-03-15,NNN
HRE-1058-P1-L2,HRE-1058-P1,"Clark, Carter and Lutz",110,7169,2.38,204746,0.02,2024-07-24,2030-07-13,NNN
HRE-1058-P1-L3,HRE-1058-P1,"Patton, Curtis and Weber",120,6006,2.69,193873,0.03,2024-07-24,2028-05-24,NNN
HRE-1058-P1-L4,HRE-1058-P1,"Paul, Carroll and Nunez",130,6884,2.56,211476,0.025,2024-07-24,2026-06-04,NNN
HRE-1058-P1-L5,HRE-1058-P1,Stuart LLC,140,6848,2.84,233379,0.025,2024-07-24,2030-06-13,NNN
HRE-1058-P1-L6,HRE-1058-P1,Cooley-Daniels,150,6893,3.01,248975,0.025,2024-07-24,2030-04-14,NNN
HRE-1059-P1-L1,HRE-1059-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,2192661,0.02,2024-02-28,2034-12-22,Master Lease
HRE-1059-P2-L1,HRE-1059-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,4178024,0.02,2024-02-28,2034-12-22,Master Lease
HRE-1059-P3-L1,HRE-1059-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,702436,0.02,2024-02-28,2034-12-22,Master Lease
HRE-1060-P1-L1,HRE-1060-P1,Kennedy PLC,100,9039,2.26,245137,0.03,2024-07-24,2027-01-30,NNN
HRE-1060-P1-L2,HRE-1060-P1,"Hayes, Lee and Fitzgerald",110,10562,3.71,470220,0.02,2024-07-24,2029-12-15,NNN
HRE-1060-P1-L3,HRE-1060-P1,Arellano-Cooper,120,12456,2.7,403574,0.02,2024-07-24,2030-08-12,NNN
HRE-1060-P1-L4,HRE-1060-P1,Gray-Barnett,130,8730,3.76,393897,0.02,2024-07-24,2026-12-31,NNN
HRE-1061-P1-L1,HRE-1061-P1,Hawkins-English,100,2846,2.18,74451,0.0,2024-07-24,2028-12-20,NNN
HRE-1061-P1-L2,HRE-1061-P1,Reyes-Scott,110,3835,3.62,166592,0.025,2024-07-24,2026-11-01,NNN
HRE-1061-P1-L3,HRE-1061-P1,Roberts Inc,120,3688,2.35,104001,0.03,2024-07-24,2028-05-24,NNN
HRE-1061-P1-L4,HRE-1061-P1,Ford-Shaw,130,3068,3.51,129224,0.025,2024-07-24,2027-09-27,NNN
HRE-1061-P1-L5,HRE-1061-P1,Butler-Day,140,3260,3.21,125575,0.03,2024-07-24,2029-04-19,NNN
HRE-1061-P1-L6,HRE-1061-P1,Watson Ltd,150,3200,3.15,120960,0.02,2024-07-24,2028-06-23,NNN
HRE-1061-P1-L7,HRE-1061-P1,"Barry, Evans and Carter",160,3937,2.92,137952,0.02,2024-07-24,2030-11-10,NNN
HRE-1061-P1-L8,HRE-1061-P1,"Chambers, Nelson and Rivas",170,4123,3.19,157828,0.02,2024-07-24,2026-09-02,NNN
HRE-1061-P1-L9,HRE-1061-P1,Snyder-Conway,180,3963,2.11,100343,0.0,2024-07-24,2029-10-16,NNN
HRE-1062-P1-L1,HRE-1062-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,773138,0.02,2024-10-21,2035-08-15,Master Lease
HRE-1063-P1-L1,HRE-1063-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1047784,0.02,2023-12-14,2034-10-07,Master Lease
HRE-1064-P1-L1,HRE-1064-P1,"Spencer, White and Maxwell",100,1860,2.16,48211,0.025,2024-07-24,2029-07-18,NNN
HRE-1064-P1-L2,HRE-1064-P1,"Owens, Garcia and Houston",110,2009,2.36,56894,0.025,2024-07-24,2028-08-22,NNN
HRE-1064-P1-L3,HRE-1064-P1,Jones-Rodriguez,120,2210,2.03,53835,0.03,2024-07-24,2030-10-11,NNN
HRE-1064-P1-L4,HRE-1064-P1,Jackson and Sons,130,1939,3.52,81903,0.03,2024-07-24,2029-12-15,NNN
HRE-1064-P1-L5,HRE-1064-P1,Oneill PLC,140,1567,3.13,58856,0.025,2024-07-24,2029-11-15,NNN
HRE-1064-P1-L6,HRE-1064-P1,Chapman-Wheeler,150,2208,3.15,83462,0.0,2024-07-24,2030-01-14,NNN
HRE-1064-P1-L7,HRE-1064-P1,Rogers-Chavez,160,1601,3.87,74350,0.03,2024-07-24,2030-05-14,NNN
HRE-1064-P1-L8,HRE-1064-P1,Conner Group,170,1678,3.38,68059,0.02,2024-07-24,2028-10-21,NNN
HRE-1064-P1-L9,HRE-1064-P1,Morales Ltd,180,1855,3.63,80803,0.02,2024-07-24,2028-07-23,NNN
HRE-1064-P1-L10,HRE-1064-P1,Bowman Group,190,1965,2.76,65080,0.02,2024-07-24,2027-05-30,NNN
HRE-1064-P2-L1,HRE-1064-P2,"Thomas, Ali and Hays",100,3388,3.65,148394,0.03,2024-07-24,2028-12-20,NNN
HRE-1064-P2-L2,HRE-1064-P2,"Taylor, Gonzalez and Garcia",110,2953,3.62,128278,0.03,2024-07-24,2027-04-30,NNN
HRE-1064-P2-L3,HRE-1064-P2,Flores-Miller,120,2850,2.53,86525,0.02,2024-07-24,2027-07-29,NNN
HRE-1064-P2-L4,HRE-1064-P2,Wilcox PLC,130,3314,3.19,126859,0.0,2024-07-24,2028-03-25,NNN
HRE-1064-P2-L5,HRE-1064-P2,Perez PLC,140,3705,2.46,109371,0.0,2024-07-24,2030-05-14,NNN
HRE-1064-P3-L1,HRE-1064-P3,Chang PLC,100,5332,2.03,129887,0.02,2024-07-24,2027-04-30,NNN
HRE-1064-P3-L2,HRE-1064-P3,Wolfe PLC,110,6743,2.17,175587,0.025,2024-07-24,2030-11-10,NNN
HRE-1064-P3-L3,HRE-1064-P3,Moreno-Bolton,120,7267,2.77,241555,0.02,2024-07-24,2028-06-23,NNN
HRE-1064-P3-L4,HRE-1064-P3,Sloan and Sons,130,5998,2.77,199373,0.02,2024-07-24,2028-09-21,NNN
HRE-1064-P4-L1,HRE-1064-P4,Richardson Ltd,100,5674,3.38,230137,0.03,2024-07-24,2028-09-21,NNN
HRE-1064-P4-L2,HRE-1064-P4,Thompson and Sons,110,6271,3.93,295740,0.03,2024-07-24,2027-03-01,NNN
HRE-1064-P4-L3,HRE-1064-P4,Simon-Adams,120,6126,3.57,262437,0.02,2024-07-24,2029-07-18,NNN
HRE-1064-P4-L4,HRE-1064-P4,Blake-Anderson,130,5043,2.87,173680,0.0,2024-07-24,2030-10-11,NNN
HRE-1064-P4-L5,HRE-1064-P4,"Lyons, Boyd and Chase",140,6832,3.81,312359,0.025,2024-07-24,2026-12-01,NNN
HRE-1064-P4-L6,HRE-1064-P4,Smith PLC,150,7272,2.77,241721,0.02,2024-07-24,2027-03-31,NNN
HRE-1064-P4-L7,HRE-1064-P4,"Sexton, Espinoza and Lawrence",160,6374,2.52,192749,0.02,2024-07-24,2029-08-17,NNN
HRE-1064-P5-L1,HRE-1064-P5,Taylor-Wilson,100,2433,2.23,65107,0.0,2024-07-24,2028-03-25,NNN
HRE-1064-P5-L2,HRE-1064-P5,Miller-Davidson,110,2105,2.13,53803,0.03,2024-07-24,2027-12-26,NNN
HRE-1064-P5-L3,HRE-1064-P5,Osborn and Sons,120,1774,3.73,79404,0.0,2024-07-24,2027-04-30,NNN
HRE-1064-P6-L1,HRE-1064-P6,"Evans, Berg and Mcmahon",100,2587,2.47,76678,0.0,2024-07-24,2027-06-29,NNN
HRE-1064-P6-L2,HRE-1064-P6,Rogers-Russo,110,2795,2.44,81837,0.02,2024-07-24,2027-01-30,NNN
HRE-1064-P6-L3,HRE-1064-P6,Brown-Green,120,2587,3.94,122313,0.02,2024-07-24,2028-02-24,NNN
HRE-1064-P6-L4,HRE-1064-P6,"Harris, Barnett and Benton",130,2809,2.54,85618,0.025,2024-07-24,2030-08-12,NNN
HRE-1064-P6-L5,HRE-1064-P6,Macias and Sons,140,2111,3.09,78275,0.025,2024-07-24,2028-05-24,NNN
HRE-1064-P7-L1,HRE-1064-P7,Smith-Blake,100,420,3.89,19605,0.03,2024-07-24,2029-07-18,NNN
HRE-1064-P7-L2,HRE-1064-P7,Moreno-Jones,110,418,2.71,13593,0.025,2024-07-24,2029-02-18,NNN
HRE-1064-P7-L3,HRE-1064-P7,Stephens-Wilson,120,503,3.15,19013,0.0,2024-07-24,2026-08-03,NNN
HRE-1064-P8-L1,HRE-1064-P8,Rosario Inc,100,1390,2.34,39031,0.03,2024-07-24,2029-12-15,NNN
HRE-1064-P8-L2,HRE-1064-P8,"Jennings, Ramos and Ferguson",110,1142,3.31,45360,0.025,2024-07-24,2027-06-29,NNN
HRE-1064-P8-L3,HRE-1064-P8,"Shields, Goodwin and Gonzalez",120,1349,3.96,64104,0.02,2024-07-24,2029-03-20,NNN
HRE-1064-P8-L4,HRE-1064-P8,"Wright, Patton and Nelson",130,1180,3.22,45595,0.02,2024-07-24,2029-01-19,NNN
HRE-1064-P8-L5,HRE-1064-P8,Morales-Jackson,140,1594,2.52,48202,0.02,2024-07-24,2029-11-15,NNN
HRE-1064-P8-L6,HRE-1064-P8,"Williams, Mathis and Caldwell",150,1394,2.99,50016,0.025,2024-07-24,2027-12-26,NNN
