Deal_ID,Deal_Name,Sponsor,Structure,Deal_Type,Closing_Date,Aggregate_Loan_Amount,Aggregate_Valuation,LTV,Interest_Rate,Spread_bps,Maturity_Date,Term_Months,LTC,Cap_Rate,Debt_Yield,DSCR,Total_Cost,NOI
HRE-2024-355,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2024-08-28,17500000,25700000,0.68,0.0863,363,2029-08-02,60,0.66,0.0792,0.1163,1.35,26596204,2035440
HRE-2024-356,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Refinance,2025-09-21,14300000,21100000,0.68,0.0795,327,2030-08-26,60,0.75,0.08,0.118,1.48,19148518,1688000
HRE-2024-357,Midwest Health Ops Medical Office Portfolio,Midwest Health Ops,Portfolio,Acquisition,2025-09-14,15900000,26100000,0.61,0.0808,350,2035-07-24,120,0.58,0.0731,0.12,1.49,27498373,1907910
HRE-2024-358,Beacon Capital Medical Office Portfolio,Beacon Capital,Portfolio,Construction,2024-05-29,81400000,129200000,0.63,0.0925,407,2027-05-14,36,0.58,0.08,0.127,1.37,141402833,10336000
HRE-2024-359,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2025-11-20,13700000,19600000,0.7,0.0917,459,2035-09-29,120,0.75,0.09,0.1288,1.4,18167114,1764000
HRE-2024-360,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2024-07-27,15900000,26100000,0.61,0.0823,317,2034-06-05,120,0.64,0.08,0.1313,1.6,24985274,2088000
HRE-2024-361,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Refinance,2024-09-22,10800000,18600000,0.58,0.0884,376,2034-08-01,120,0.56,0.0763,0.1314,1.49,19442581,1419180
HRE-2024-362,Apex Healthcare Skilled Nursing Portfolio,Apex Healthcare,Portfolio,Acquisition,2025-05-11,39100000,52900000,0.74,0.1099,619,2030-04-15,60,0.81,0.1042,0.141,1.28,48300302,5512180
HRE-2024-363,Beacon Capital Skilled Nursing Portfolio,Beacon Capital,Portfolio,Acquisition,2024-04-07,69600000,89200000,0.78,0.1221,705,2031-03-02,84,0.8,0.115,0.1474,1.21,86852426,10258000
HRE-2024-364,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2024-01-30,26100000,39500000,0.66,0.0991,469,2029-01-03,60,0.67,0.09,0.1362,1.37,39007278,3555000
HRE-2024-365,Midwest Health Ops Senior Housing Portfolio,Midwest Health Ops,Portfolio,Acquisition,2025-07-27,61900000,92400000,0.67,0.0953,487,2032-06-20,84,0.67,0.0886,0.1323,1.39,91873843,8186640
HRE-2024-366,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2025-06-29,12700000,18200000,0.7,0.0879,419,2035-05-08,120,0.7,0.0815,0.1168,1.33,18075584,1483300
HRE-2024-367,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2024-04-15,11200000,16000000,0.7,0.0995,474,2034-02-22,120,0.73,0.09,0.1286,1.29,15326792,1440000
HRE-2024-368,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Construction,2024-05-06,19900000,33100000,0.6,0.0881,364,2027-04-21,36,0.57,0.08,0.1331,1.51,34717235,2648000
HRE-2024-369,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Construction,2025-05-21,5600000,9200000,0.61,0.0909,428,2028-05-05,36,0.61,0.0778,0.1278,1.41,9175749,715760
HRE-2024-370,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Refinance,2024-10-15,13300000,20800000,0.64,0.0842,340,2034-08-24,120,0.6,0.0774,0.121,1.44,22250178,1609920
HRE-2024-371,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-02-25,9900000,15700000,0.63,0.0883,370,2034-01-03,120,0.59,0.0836,0.1326,1.5,16870855,1312520
HRE-2024-372,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2025-02-09,10800000,18300000,0.59,0.0851,363,2032-01-04,84,0.54,0.078,0.1322,1.55,20125868,1427400
HRE-2024-373,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Acquisition,2025-02-17,7700000,10900000,0.71,0.0964,484,2032-01-12,84,0.74,0.09,0.1274,1.32,10382407,981000
HRE-2024-374,Beacon Capital Life Science Facility,Beacon Capital,Single Asset,Construction,2024-09-18,19600000,39100000,0.5,0.0839,343,2027-09-03,36,0.52,0.074,0.1476,1.76,37694457,2893400
HRE-2024-375,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2025-02-18,17800000,30100000,0.59,0.0754,281,2030-01-23,60,0.59,0.0685,0.1158,1.54,30196484,2061850
HRE-2024-376,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Acquisition,2024-01-06,8400000,12300000,0.68,0.0924,390,2028-12-10,60,0.65,0.08,0.1171,1.27,12913572,984000
HRE-2024-377,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Construction,2024-12-25,16300000,27100000,0.6,0.1017,538,2027-12-10,36,0.56,0.09,0.1496,1.47,29220825,2439000
HRE-2024-378,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Acquisition,2025-02-09,12100000,18300000,0.66,0.0838,349,2034-12-19,120,0.69,0.08,0.121,1.44,17635477,1464000
HRE-2024-379,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Refinance,2024-09-23,7400000,12800000,0.58,0.0798,308,2029-08-28,60,0.6,0.0701,0.1213,1.52,12370769,897280
HRE-2024-380,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Refinance,2025-02-22,20500000,31100000,0.66,0.0888,410,2032-01-17,84,0.71,0.084,0.1274,1.44,29040247,2612400
HRE-2024-381,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Refinance,2024-05-31,22400000,37900000,0.59,0.0917,416,2029-05-05,60,0.54,0.0871,0.1474,1.61,41519378,3301090
HRE-2024-382,Apex Healthcare Skilled Nursing Facility,Apex Healthcare,Single Asset,Acquisition,2025-09-03,6400000,8000000,0.8,0.1208,744,2035-07-13,120,0.87,0.115,0.1437,1.19,7394207,920000
HRE-2024-383,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2025-10-04,8000000,12500000,0.64,0.0803,338,2035-08-13,120,0.68,0.0792,0.1237,1.54,11716365,990000
HRE-2024-384,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Refinance,2025-10-13,17100000,22200000,0.77,0.1069,617,2030-09-17,60,0.74,0.0952,0.1236,1.16,23153927,2113440
HRE-2024-385,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Refinance,2024-09-23,7400000,11800000,0.63,0.0798,299,2031-08-18,84,0.6,0.0784,0.125,1.57,12336441,925120
HRE-2024-386,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Acquisition,2024-11-03,9600000,15800000,0.61,0.0778,292,2034-09-12,120,0.59,0.0683,0.1124,1.44,16149649,1079140
HRE-2024-387,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2025-10-28,18100000,29200000,0.62,0.0783,330,2035-09-06,120,0.57,0.0672,0.1084,1.38,31697600,1962239
HRE-2024-388,Beacon Capital Life Science Portfolio,Beacon Capital,Portfolio,Acquisition,2024-08-17,49000000,83000000,0.59,0.0897,392,2031-07-12,84,0.55,0.0838,0.1419,1.58,89853978,6955400
HRE-2024-389,Apex Healthcare Senior Housing Portfolio,Apex Healthcare,Portfolio,Acquisition,2024-04-23,51600000,70700000,0.73,0.1051,529,2031-03-18,84,0.69,0.09,0.1233,1.17,74249738,6363000
HRE-2024-390,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Acquisition,2025-10-04,26700000,40400000,0.66,0.0809,346,2035-08-13,120,0.62,0.0744,0.1126,1.39,43252609,3005759
HRE-2024-391,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2025-10-03,15600000,25100000,0.62,0.0861,408,2030-09-07,60,0.66,0.0768,0.1236,1.44,23630943,1927679
HRE-2024-392,Beacon Capital Life Science Portfolio,Beacon Capital,Portfolio,Acquisition,2025-03-31,23400000,39700000,0.59,0.0979,511,2035-02-07,120,0.58,0.0842,0.1429,1.46,40588705,3342740
HRE-2024-393,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2024-03-09,9700000,15700000,0.62,0.0847,333,2031-02-01,84,0.59,0.08,0.1295,1.53,16419483,1256000
HRE-2024-394,Apex Healthcare Life Science Portfolio,Apex Healthcare,Portfolio,Acquisition,2024-04-27,22600000,38300000,0.59,0.0948,443,2029-04-01,60,0.64,0.085,0.144,1.52,35538371,3255500
HRE-2024-395,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Refinance,2025-11-17,7800000,11300000,0.69,0.0939,486,2032-10-11,84,0.73,0.09,0.1304,1.39,10704461,1017000
HRE-2024-396,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2024-01-09,5900000,8900000,0.66,0.0898,368,2028-12-13,60,0.71,0.08,0.1207,1.34,8318314,712000
HRE-2024-397,Beacon Capital Life Science Portfolio,Beacon Capital,Portfolio,Refinance,2025-03-13,41200000,74900000,0.55,0.0898,425,2032-02-05,84,0.6,0.0774,0.1407,1.57,68110249,5797260
HRE-2024-398,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Acquisition,2025-09-11,20800000,28500000,0.73,0.086,402,2030-08-16,60,0.7,0.08,0.1096,1.27,29683150,2280000
HRE-2024-399,Midwest Health Ops Senior Housing Portfolio,Midwest Health Ops,Portfolio,Construction,2025-11-12,33500000,65600000,0.51,0.0962,514,2028-10-27,36,0.49,0.0866,0.1696,1.76,68213098,5680960
HRE-2024-400,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Construction,2025-04-29,5600000,9700000,0.58,0.0898,432,2028-04-13,36,0.53,0.08,0.1386,1.54,10512845,776000
HRE-2024-401,Midwest Health Ops Medical Office Portfolio,Midwest Health Ops,Portfolio,Acquisition,2024-03-30,16700000,24500000,0.68,0.0909,399,2031-02-22,84,0.75,0.08,0.1174,1.29,22409073,1960000
HRE-2024-402,Silver Care Partners Medical Office Facility,Silver Care Partners,Single Asset,Acquisition,2024-12-24,19400000,28900000,0.67,0.0902,409,2034-11-02,120,0.73,0.08,0.1192,1.32,26603008,2312000
HRE-2024-403,Midwest Health Ops Skilled Nursing Portfolio,Midwest Health Ops,Portfolio,Refinance,2025-08-04,38800000,55400000,0.7,0.0997,540,2035-06-13,120,0.7,0.0935,0.1335,1.34,55359247,5179900
HRE-2024-404,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Refinance,2025-01-08,4600000,8000000,0.57,0.0823,343,2034-11-17,120,0.53,0.0828,0.144,1.75,8696192,662400
HRE-2024-405,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Acquisition,2025-09-22,21200000,30300000,0.7,0.0811,346,2032-08-16,84,0.7,0.0763,0.1091,1.34,30306601,2311890
HRE-2024-406,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2025-09-10,8800000,13700000,0.64,0.0798,343,2030-08-15,60,0.65,0.0693,0.1079,1.35,13643247,949410
HRE-2024-407,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2025-03-07,17600000,26600000,0.66,0.0758,284,2030-02-09,60,0.67,0.0715,0.1081,1.43,26441930,1901899
HRE-2024-408,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Construction,2024-08-21,7000000,11400000,0.61,0.0897,394,2027-08-06,36,0.6,0.08,0.1303,1.45,11739144,912000
HRE-2024-409,Beacon Capital Life Science Facility,Beacon Capital,Single Asset,Acquisition,2024-07-06,31600000,52700000,0.6,0.0953,452,2029-06-10,60,0.6,0.0823,0.1373,1.44,53047598,4337210
HRE-2024-410,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Refinance,2024-04-01,15000000,23800000,0.63,0.0821,294,2031-02-24,84,0.69,0.076,0.1206,1.47,21673012,1808800
HRE-2024-411,Apex Healthcare Life Science Portfolio,Apex Healthcare,Portfolio,Refinance,2025-07-19,21700000,39500000,0.55,0.0994,525,2032-06-12,84,0.57,0.085,0.1547,1.56,38142688,3357500
HRE-2024-412,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Refinance,2024-09-07,6600000,11500000,0.57,0.0823,332,2031-08-02,84,0.62,0.08,0.1394,1.69,10562658,920000
HRE-2024-413,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Refinance,2025-09-22,18900000,31500000,0.6,0.081,348,2035-08-01,120,0.61,0.079,0.1317,1.63,31232296,2488500
HRE-2024-414,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-07-10,13900000,18300000,0.76,0.1216,709,2034-05-19,120,0.83,0.115,0.1514,1.25,16839638,2104500
HRE-2024-415,Apex Healthcare Medical Office Portfolio,Apex Healthcare,Portfolio,Construction,2025-04-18,34600000,56700000,0.61,0.0884,411,2028-04-02,36,0.66,0.08,0.1311,1.48,52456196,4536000
HRE-2024-416,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Construction,2025-08-16,4900000,8200000,0.6,0.096,496,2028-07-31,36,0.59,0.09,0.1506,1.57,8280423,738000
HRE-2024-417,Beacon Capital Skilled Nursing Facility,Beacon Capital,Single Asset,Acquisition,2024-05-24,15100000,18900000,0.8,0.1136,621,2034-04-02,120,0.8,0.1053,0.1318,1.16,18900361,1990170
HRE-2024-418,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Construction,2024-10-01,15500000,28100000,0.55,0.0982,485,2027-09-16,36,0.57,0.09,0.1632,1.66,27244982,2529000
HRE-2024-419,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-04-30,34000000,45400000,0.75,0.1123,610,2029-04-04,60,0.78,0.109,0.1455,1.3,43439896,4948600
HRE-2024-420,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Refinance,2025-03-20,5400000,8600000,0.63,0.0839,357,2030-02-22,60,0.64,0.0866,0.1379,1.64,8393845,744760
HRE-2024-421,Midwest Health Ops Medical Office Portfolio,Midwest Health Ops,Portfolio,Acquisition,2025-05-01,26800000,38800000,0.69,0.0879,397,2032-03-25,84,0.68,0.08,0.1158,1.32,39698776,3104000
HRE-2024-422,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Refinance,2025-03-09,14800000,20800000,0.71,0.0861,385,2032-02-01,84,0.75,0.08,0.1124,1.31,19690950,1664000
HRE-2024-423,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Acquisition,2025-08-19,7000000,11000000,0.64,0.0835,372,2035-06-28,120,0.58,0.076,0.1194,1.43,11978874,836000
HRE-2024-424,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Refinance,2024-02-17,8500000,13300000,0.64,0.0886,369,2029-01-21,60,0.65,0.08,0.1252,1.41,13158679,1064000
HRE-2024-425,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2024-07-07,16800000,26200000,0.64,0.09,385,2034-05-16,120,0.7,0.09,0.1404,1.56,24112922,2358000
HRE-2024-426,Silver Care Partners Medical Office Portfolio,Silver Care Partners,Portfolio,Refinance,2024-09-01,32600000,51000000,0.64,0.082,311,2034-07-11,120,0.69,0.0792,0.1239,1.51,47325750,4039200
HRE-2024-427,Midwest Health Ops Skilled Nursing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-03-12,10500000,13700000,0.77,0.119,666,2031-02-04,84,0.72,0.1139,0.1486,1.25,14519621,1560430
HRE-2024-428,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2024-06-07,13000000,19100000,0.68,0.0932,412,2031-05-02,84,0.65,0.08,0.1175,1.26,20141499,1528000
HRE-2024-429,Beacon Capital Life Science Portfolio,Beacon Capital,Portfolio,Refinance,2025-10-25,84800000,151400000,0.56,0.0865,408,2032-09-18,84,0.62,0.0765,0.1366,1.58,137240612,11582100
HRE-2024-430,Apex Healthcare Life Science Facility,Apex Healthcare,Single Asset,Acquisition,2024-05-26,16400000,26100000,0.63,0.0982,461,2031-04-20,84,0.61,0.085,0.1353,1.38,26735406,2218500
HRE-2024-431,Apex Healthcare Medical Office Facility,Apex Healthcare,Single Asset,Acquisition,2024-06-10,6400000,9400000,0.68,0.0875,364,2034-04-19,120,0.7,0.08,0.1175,1.34,9084672,752000
HRE-2024-432,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2025-04-19,6200000,9000000,0.69,0.0927,456,2032-03-13,84,0.73,0.09,0.1306,1.41,8493360,810000
HRE-2024-433,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Acquisition,2024-11-20,7300000,9900000,0.74,0.0876,382,2034-09-29,120,0.71,0.08,0.1085,1.24,10326151,792000
HRE-2024-434,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2024-09-04,11400000,16700000,0.68,0.091,417,2031-07-30,84,0.71,0.09,0.1318,1.45,16107068,1503000
HRE-2024-435,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2025-01-03,19500000,30000000,0.65,0.0871,386,2029-12-08,60,0.65,0.0797,0.1226,1.41,29803769,2391000
HRE-2024-436,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2025-01-31,20200000,31100000,0.65,0.0802,318,2030-01-05,60,0.62,0.08,0.1232,1.54,32647368,2488000
HRE-2024-437,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2024-09-24,6600000,10400000,0.63,0.0856,352,2034-08-03,120,0.61,0.0746,0.1176,1.37,10855300,775840
HRE-2024-438,Beacon Capital Medical Office Facility,Beacon Capital,Single Asset,Refinance,2025-02-27,15800000,22600000,0.7,0.0847,364,2035-01-06,120,0.76,0.08,0.1144,1.35,20833234,1808000
HRE-2024-439,Midwest Health Ops Medical Office Facility,Midwest Health Ops,Single Asset,Acquisition,2024-11-22,24600000,36700000,0.67,0.0865,377,2031-10-17,84,0.66,0.08,0.1193,1.38,37064422,2936000
HRE-2024-440,Silver Care Partners Senior Housing Portfolio,Silver Care Partners,Portfolio,Acquisition,2024-08-20,31000000,46300000,0.67,0.0994,483,2029-07-25,60,0.68,0.09,0.1344,1.35,45393395,4167000
HRE-2024-441,Apex Healthcare Skilled Nursing Portfolio,Apex Healthcare,Portfolio,Refinance,2024-09-18,24800000,34900000,0.71,0.1044,539,2031-08-13,84,0.77,0.1009,0.142,1.36,32407078,3521410
HRE-2024-442,Silver Care Partners Senior Housing Facility,Silver Care Partners,Single Asset,Refinance,2025-03-06,5100000,9000000,0.57,0.0839,349,2030-02-08,60,0.58,0.0894,0.1578,1.88,8774300,804599
HRE-2024-443,Midwest Health Ops Senior Housing Facility,Midwest Health Ops,Single Asset,Acquisition,2025-05-04,21800000,32000000,0.68,0.0885,419,2035-03-13,120,0.63,0.0827,0.1214,1.37,34498498,2646400
HRE-2024-444,Silver Care Partners Skilled Nursing Facility,Silver Care Partners,Single Asset,Acquisition,2024-02-08,29000000,34900000,0.83,0.1193,667,2029-01-12,60,0.9,0.1084,0.1305,1.09,32372232,3783160
HRE-2024-445,Apex Healthcare Senior Housing Facility,Apex Healthcare,Single Asset,Refinance,2024-07-07,5100000,8000000,0.64,0.0901,386,2034-05-16,120,0.61,0.084,0.1318,1.46,8337612,672000
HRE-2024-446,Apex Healthcare Life Science Facility,Apex Healthcare,Single Asset,Acquisition,2025-03-01,10400000,17900000,0.58,0.0869,387,2035-01-08,120,0.54,0.0711,0.1224,1.41,19233694,1272690
HRE-2024-447,Midwest Health Ops Life Science Portfolio,Midwest Health Ops,Portfolio,Acquisition,2025-05-31,38800000,69300000,0.56,0.0936,464,2035-04-09,120,0.51,0.0797,0.1424,1.52,76182651,5523209
HRE-2024-448,Midwest Health Ops Life Science Facility,Midwest Health Ops,Single Asset,Refinance,2025-10-05,13600000,26100000,0.52,0.0864,417,2035-08-14,120,0.56,0.079,0.1516,1.75,24099970,2061900
HRE-2024-449,Beacon Capital Senior Housing Facility,Beacon Capital,Single Asset,Acquisition,2025-09-16,13100000,17900000,0.73,0.1021,564,2032-08-10,84,0.74,0.09,0.123,1.2,17729313,1611000
