Property_ID,Deal_ID,Address,City,State,Asset_Type,Appraised_Value,Cap_Rate,Detailed_Type
HRE-2024-247-P1,HRE-2024-247,451 Lindsay Stravenue,Craigbury,ME,Medical Office,25270000,0.0789,Medical Office
HRE-2024-247-P2,HRE-2024-247,208 Nicholson Way,Lake Seanport,AK,Medical Office,10650000,0.0803,Medical Office
HRE-2024-247-P3,HRE-2024-247,854 Vargas Glen,Lake Davidbury,KY,Medical Office,14350000,0.0816,Medical Office
HRE-2024-247-P4,HRE-2024-247,396 Smith Points,Port Tina,NV,Medical Office,610000,0.0792,Medical Office
HRE-2024-247-P5,HRE-2024-247,225 Brown Estates,Nelsonstad,NM,Medical Office,7390000,0.0785,Medical Office
HRE-2024-247-P6,HRE-2024-247,797 Richard Skyway,North Lisa,LA,Medical Office,6400000,0.0788,Medical Office
HRE-2024-247-P7,HRE-2024-247,442 Wheeler Drives,East Margaretview,CT,Medical Office,800000,0.0817,Medical Office
HRE-2024-247-P8,HRE-2024-247,308 Billy Pike,Melissaside,NV,Medical Office,19880000,0.0815,Medical Office
HRE-2024-247-P9,HRE-2024-247,580 Lee Lodge,West Joshua,MT,Medical Office,2350000,0.0782,Medical Office
HRE-2024-248-P1,HRE-2024-248,567 Regina Ramp,North Johnport,OK,Senior Housing,13400000,0.0906,Senior Housing
HRE-2024-249-P1,HRE-2024-249,892 Ronald Mountain,West Kelseystad,IL,Senior Housing,21430000,0.0877,Senior Housing
HRE-2024-249-P2,HRE-2024-249,513 Andrews Trafficway,Velezhaven,MH,Senior Housing,24070000,0.09,Senior Housing
HRE-2024-249-P3,HRE-2024-249,423 Martinez Ville,South Barbara,MS,Senior Housing,4500000,0.0895,Senior Housing
HRE-2024-250-P1,HRE-2024-250,756 Mejia Tunnel,South Arthurport,GA,Senior Housing,940000,0.0849,Senior Housing
HRE-2024-250-P2,HRE-2024-250,222 Ball Plains,New Johnberg,DC,Senior Housing,18470000,0.0855,Senior Housing
HRE-2024-250-P3,HRE-2024-250,458 Lisa Crest,Port Gabriela,NV,Senior Housing,3370000,0.0858,Senior Housing
HRE-2024-250-P4,HRE-2024-250,822 Long Spur,West Michelle,FM,Senior Housing,13870000,0.0869,Senior Housing
HRE-2024-250-P5,HRE-2024-250,289 Martin Track,Millerberg,NM,Senior Housing,2410000,0.0862,Senior Housing
HRE-2024-250-P6,HRE-2024-250,333 Fisher Mountain,North Dianaland,WY,Senior Housing,8700000,0.0848,Senior Housing
HRE-2024-250-P7,HRE-2024-250,994 Ashley Hill,Lake Derekmouth,AZ,Senior Housing,12730000,0.0868,Senior Housing
HRE-2024-251-P1,HRE-2024-251,203 Courtney Crest,Cannonstad,KY,Senior Housing,35200000,0.0884,Senior Housing
HRE-2024-252-P1,HRE-2024-252,308 Cervantes Burgs,Debraton,AS,Senior Housing,5780000,0.086,Senior Housing
HRE-2024-252-P2,HRE-2024-252,382 Roger Plaza,Lake Shawn,KS,Senior Housing,1090000,0.0892,Senior Housing
HRE-2024-252-P3,HRE-2024-252,758 Robinson Brooks,Dianeshire,MD,Senior Housing,5320000,0.0883,Senior Housing
HRE-2024-252-P4,HRE-2024-252,17 David Pine,North Vincent,SD,Senior Housing,1710000,0.0886,Senior Housing
HRE-2024-252-P5,HRE-2024-252,975 Vincent Estates,Lake Jessica,DE,Senior Housing,2350000,0.0875,Senior Housing
HRE-2024-252-P6,HRE-2024-252,585 Austin Neck,Katherinemouth,NJ,Senior Housing,820000,0.0863,Senior Housing
HRE-2024-252-P7,HRE-2024-252,174 Lori Pine,Josephchester,IN,Senior Housing,210000,0.0865,Senior Housing
HRE-2024-252-P8,HRE-2024-252,164 Murphy Mills,Port Nicole,MA,Senior Housing,6250000,0.0875,Senior Housing
HRE-2024-252-P9,HRE-2024-252,913 Dudley Village,East Adam,AL,Senior Housing,11170000,0.0886,Senior Housing
HRE-2024-253-P1,HRE-2024-253,280 Floyd Keys,South Andrew,VI,Skilled Nursing,23200000,0.1077,Skilled Nursing
HRE-2024-254-P1,HRE-2024-254,864 Donald Squares,South Peggyborough,MI,Skilled Nursing,11700000,0.1138,Skilled Nursing
HRE-2024-255-P1,HRE-2024-255,456 Mcgee Viaduct,Longland,IA,Senior Housing,29700000,0.0912,Senior Housing
HRE-2024-256-P1,HRE-2024-256,532 Miller Unions,Hollandton,MO,Life Science,22800000,0.0826,Life Science
HRE-2024-257-P1,HRE-2024-257,617 Joshua Plains,East Sharon,NM,Medical Office,1180000,0.08,Medical Office
HRE-2024-257-P2,HRE-2024-257,325 Justin Mills,Nicholsville,NJ,Medical Office,11130000,0.0812,Medical Office
HRE-2024-257-P3,HRE-2024-257,141 Savage Forks,North Karenburgh,DC,Medical Office,1240000,0.081,Medical Office
HRE-2024-257-P4,HRE-2024-257,20 Wendy Spurs,Bellhaven,NH,Medical Office,12580000,0.0814,Medical Office
HRE-2024-257-P5,HRE-2024-257,50 Anthony Terrace,Rhondaville,CO,Medical Office,660000,0.0804,Medical Office
HRE-2024-257-P6,HRE-2024-257,114 Nelson Ports,Carrollmouth,IL,Medical Office,10130000,0.0781,Medical Office
HRE-2024-257-P7,HRE-2024-257,372 Flores Wells,Danielport,IL,Medical Office,0,0.0783,Medical Office
HRE-2024-257-P8,HRE-2024-257,579 Kristen Extensions,Torresborough,NH,Medical Office,1140000,0.0802,Medical Office
HRE-2024-257-P9,HRE-2024-257,747 Beverly Curve,Connieshire,MA,Medical Office,6010000,0.0819,Medical Office
HRE-2024-257-P10,HRE-2024-257,734 Harrison Trafficway,Petersonton,NE,Medical Office,2780000,0.0789,Medical Office
HRE-2024-257-P11,HRE-2024-257,232 Hancock Ridge,Tylerton,MI,Medical Office,230000,0.0813,Medical Office
HRE-2024-258-P1,HRE-2024-258,907 Henderson Station,New Rebeccahaven,OH,Medical Office,17600000,0.0776,Medical Office
HRE-2024-259-P1,HRE-2024-259,987 Mary Locks,Port Evanburgh,IN,Skilled Nursing,15300000,0.0946,Skilled Nursing
HRE-2024-260-P1,HRE-2024-260,534 Powers Throughway,Dustinton,IN,Life Science,10200000,0.0751,Life Science
HRE-2024-261-P1,HRE-2024-261,546 Kristin Land,Wilkinsland,IL,Medical Office,13600000,0.0818,Medical Office
HRE-2024-262-P1,HRE-2024-262,577 Aaron Forges,Port Kristen,CO,Medical Office,23210000,0.0792,Medical Office
HRE-2024-262-P2,HRE-2024-262,716 Morse Walks,West Michaelborough,MA,Medical Office,5480000,0.0791,Medical Office
HRE-2024-262-P3,HRE-2024-262,484 Richard Turnpike,Lisaborough,VA,Medical Office,11300000,0.081,Medical Office
HRE-2024-262-P4,HRE-2024-262,984 Pierce Rue,South Amanda,PW,Medical Office,3860000,0.0801,Medical Office
HRE-2024-262-P5,HRE-2024-262,223 Smith Loop,Davidberg,TN,Medical Office,12650000,0.0812,Medical Office
HRE-2024-263-P1,HRE-2024-263,807 Katie Prairie,Romeroshire,KS,Medical Office,33600000,0.078,Medical Office
HRE-2024-264-P1,HRE-2024-264,906 Dean Estates,Port Chad,VI,Skilled Nursing,11730000,0.0942,Skilled Nursing
HRE-2024-264-P2,HRE-2024-264,777 Bean Glens,North Bruce,CO,Skilled Nursing,6160000,0.0937,Skilled Nursing
HRE-2024-264-P3,HRE-2024-264,356 Judy Forks,Davidmouth,TX,Skilled Nursing,14430000,0.094,Skilled Nursing
HRE-2024-264-P4,HRE-2024-264,265 Carpenter Plaza,East Sandrabury,CA,Skilled Nursing,4100000,0.0921,Skilled Nursing
HRE-2024-264-P5,HRE-2024-264,514 Davis Lake,West Amy,CO,Skilled Nursing,3180000,0.094,Skilled Nursing
HRE-2024-264-P6,HRE-2024-264,952 Miller Isle,Williamchester,MH,Skilled Nursing,150000,0.0939,Skilled Nursing
HRE-2024-264-P7,HRE-2024-264,236 Blake Bridge,West Samanthaberg,MH,Skilled Nursing,6140000,0.093,Skilled Nursing
HRE-2024-265-P1,HRE-2024-265,478 Juarez Roads,West Brooke,DE,Medical Office,6910000,0.0746,Medical Office
HRE-2024-265-P2,HRE-2024-265,932 Marissa Common,Cherylhaven,ME,Medical Office,22700000,0.0748,Medical Office
HRE-2024-265-P3,HRE-2024-265,425 Berry Wall,Richardshire,HI,Medical Office,12980000,0.0766,Medical Office
HRE-2024-266-P1,HRE-2024-266,981 Rowland Court,South Paul,TN,Skilled Nursing,13300000,0.1129,Skilled Nursing
HRE-2024-267-P1,HRE-2024-267,216 Doyle Viaduct,New Jennifer,MT,Senior Housing,18800000,0.09,Senior Housing
HRE-2024-268-P1,HRE-2024-268,958 Michael Ford,Port Natalie,TX,Senior Housing,19400000,0.0852,Senior Housing
HRE-2024-269-P1,HRE-2024-269,123 Rodriguez Canyon,North Jeff,AR,Senior Housing,40000000,0.0913,Senior Housing
HRE-2024-270-P1,HRE-2024-270,560 Wright Plains,New Arthur,PA,Skilled Nursing,28000000,0.0993,Skilled Nursing
HRE-2024-271-P1,HRE-2024-271,420 Hamilton Courts,East Tiffany,RI,Senior Housing,37140000,0.089,Senior Housing
HRE-2024-271-P2,HRE-2024-271,556 Shane Forks,Lake Tony,NJ,Senior Housing,710000,0.0905,Senior Housing
HRE-2024-271-P3,HRE-2024-271,893 Lee Stravenue,South Carlstad,MP,Senior Housing,12790000,0.0885,Senior Housing
HRE-2024-271-P4,HRE-2024-271,260 Sandra Passage,North Markhaven,MP,Senior Housing,840000,0.0903,Senior Housing
HRE-2024-271-P5,HRE-2024-271,318 Stephanie Canyon,Ramosmouth,IL,Senior Housing,2680000,0.0891,Senior Housing
HRE-2024-271-P6,HRE-2024-271,741 Connie Lodge,Wilsonland,KS,Senior Housing,32280000,0.09,Senior Housing
HRE-2024-271-P7,HRE-2024-271,857 Fox Loaf,Chasetown,GA,Senior Housing,13470000,0.0895,Senior Housing
HRE-2024-272-P1,HRE-2024-272,66 Christina Land,Youngtown,NH,Senior Housing,21890000,0.0847,Senior Housing
HRE-2024-272-P2,HRE-2024-272,228 Albert Overpass,North Matthew,AK,Senior Housing,16800000,0.0843,Senior Housing
HRE-2024-272-P3,HRE-2024-272,887 Velasquez Track,South Tanner,NJ,Senior Housing,8350000,0.0868,Senior Housing
HRE-2024-272-P4,HRE-2024-272,333 Jones Landing,Port Melodyhaven,AS,Senior Housing,15030000,0.0851,Senior Housing
HRE-2024-272-P5,HRE-2024-272,95 Good Prairie,Haleyton,KY,Senior Housing,11450000,0.0862,Senior Housing
HRE-2024-272-P6,HRE-2024-272,98 Jennifer Islands,East Heather,WA,Senior Housing,2640000,0.0859,Senior Housing
HRE-2024-272-P7,HRE-2024-272,21 Chelsea Prairie,Lake Roberttown,VI,Senior Housing,2760000,0.0849,Senior Housing
HRE-2024-273-P1,HRE-2024-273,583 Lewis Mall,Port Samuel,MD,Senior Housing,29300000,0.0875,Senior Housing
HRE-2024-274-P1,HRE-2024-274,836 Flores Curve,North Brandonhaven,OH,Medical Office,27700000,0.0782,Medical Office
HRE-2024-275-P1,HRE-2024-275,49 Rhonda Circles,New James,WI,Senior Housing,26610000,0.0835,Senior Housing
HRE-2024-275-P2,HRE-2024-275,841 Garcia Crossroad,Smithview,OK,Senior Housing,8560000,0.0825,Senior Housing
HRE-2024-275-P3,HRE-2024-275,634 Jackson Path,West Shawn,NE,Senior Housing,4440000,0.0831,Senior Housing
HRE-2024-275-P4,HRE-2024-275,628 Heather Crossroad,Rogersmouth,AR,Senior Housing,7250000,0.0837,Senior Housing
HRE-2024-275-P5,HRE-2024-275,109 Turner Motorway,Jacobton,ND,Senior Housing,8070000,0.0821,Senior Housing
HRE-2024-275-P6,HRE-2024-275,23 George Plains,East Scottshire,MN,Senior Housing,8370000,0.0853,Senior Housing
HRE-2024-275-P7,HRE-2024-275,23 Garcia Center,East Peter,IN,Senior Housing,15990000,0.0849,Senior Housing
HRE-2024-275-P8,HRE-2024-275,466 Bobby Roads,Charlesburgh,DC,Senior Housing,5990000,0.0834,Senior Housing
HRE-2024-275-P9,HRE-2024-275,922 Lane Park,East Mitchell,WV,Senior Housing,19410000,0.0838,Senior Housing
HRE-2024-275-P10,HRE-2024-275,584 Wiggins Cliff,Port Melissaberg,PA,Senior Housing,4310000,0.085,Senior Housing
HRE-2024-276-P1,HRE-2024-276,363 Hunter Key,North Kristina,MH,Medical Office,19200000,0.0745,Medical Office
HRE-2024-277-P1,HRE-2024-277,217 Mary Lake,Davisborough,NY,Life Science,15500000,0.0834,Life Science
HRE-2024-278-P1,HRE-2024-278,4 Kevin Lodge,East Andrewtown,MS,Skilled Nursing,4420000,0.1067,Skilled Nursing
HRE-2024-278-P2,HRE-2024-278,159 Frederick Key,West Kevin,WY,Skilled Nursing,4480000,0.1074,Skilled Nursing
HRE-2024-278-P3,HRE-2024-278,237 Conrad Glen,Timothyshire,LA,Skilled Nursing,11650000,0.1056,Skilled Nursing
HRE-2024-278-P4,HRE-2024-278,800 Reynolds Glens,Williamsberg,MO,Skilled Nursing,12460000,0.1052,Skilled Nursing
HRE-2024-278-P5,HRE-2024-278,551 Marcus Neck,West James,ID,Skilled Nursing,810000,0.1063,Skilled Nursing
HRE-2024-278-P6,HRE-2024-278,793 Hill Harbor,Elizabethfurt,MD,Skilled Nursing,2750000,0.1067,Skilled Nursing
HRE-2024-278-P7,HRE-2024-278,825 Troy Ridge,New Brendastad,NV,Skilled Nursing,1280000,0.1071,Skilled Nursing
HRE-2024-278-P8,HRE-2024-278,428 Austin Drives,Lewismouth,SD,Skilled Nursing,15440000,0.1067,Skilled Nursing
HRE-2024-278-P9,HRE-2024-278,230 Bryant Mountain,Romerofurt,NM,Skilled Nursing,2140000,0.1073,Skilled Nursing
HRE-2024-278-P10,HRE-2024-278,895 Angela Island,Rodriguezstad,TN,Skilled Nursing,4030000,0.106,Skilled Nursing
HRE-2024-278-P11,HRE-2024-278,145 Gonzalez Throughway,Ginachester,MP,Skilled Nursing,2650000,0.1069,Skilled Nursing
HRE-2024-278-P12,HRE-2024-278,701 Hernandez Mission,West Cristian,OH,Skilled Nursing,3290000,0.1081,Skilled Nursing
HRE-2024-279-P1,HRE-2024-279,890 Davis Court,Eatonburgh,MA,Medical Office,11300000,0.0781,Medical Office
HRE-2024-280-P1,HRE-2024-280,544 Bond Streets,Danielshaven,ND,Medical Office,130000,0.063,Medical Office
HRE-2024-280-P2,HRE-2024-280,787 Pennington Isle,Marcstad,AK,Medical Office,14790000,0.064,Medical Office
HRE-2024-280-P3,HRE-2024-280,475 Ryan Union,New Ryan,MA,Medical Office,18240000,0.0614,Medical Office
HRE-2024-280-P4,HRE-2024-280,363 Davis Rest,South Jimmy,DC,Medical Office,27540000,0.0644,Medical Office
HRE-2024-281-P1,HRE-2024-281,716 Duncan Turnpike,Martinezville,SD,Skilled Nursing,22000000,0.1103,Skilled Nursing
HRE-2024-282-P1,HRE-2024-282,358 Katelyn Stravenue,North Jennifer,FM,Skilled Nursing,7850000,0.1114,Skilled Nursing
HRE-2024-282-P2,HRE-2024-282,560 Coleman Greens,West Georgeside,IA,Skilled Nursing,1030000,0.1141,Skilled Nursing
HRE-2024-282-P3,HRE-2024-282,409 Matthew Harbor,Mathewsstad,AK,Skilled Nursing,6100000,0.1126,Skilled Nursing
HRE-2024-282-P4,HRE-2024-282,7 Jeffrey Village,Michaelland,VT,Skilled Nursing,1290000,0.1139,Skilled Nursing
HRE-2024-282-P5,HRE-2024-282,819 Robertson Court,Larsenfort,FL,Skilled Nursing,2710000,0.1114,Skilled Nursing
HRE-2024-282-P6,HRE-2024-282,545 Meyer Stravenue,Tiffanyville,KY,Skilled Nursing,1220000,0.1134,Skilled Nursing
HRE-2024-282-P7,HRE-2024-282,659 Smith Centers,Pittmanmouth,KY,Skilled Nursing,1230000,0.1127,Skilled Nursing
HRE-2024-282-P8,HRE-2024-282,171 Barr Light,East David,VI,Skilled Nursing,6360000,0.1125,Skilled Nursing
HRE-2024-282-P9,HRE-2024-282,477 Daniel Plains,North Angel,NE,Skilled Nursing,2410000,0.1114,Skilled Nursing
HRE-2024-282-P10,HRE-2024-282,676 Mann Unions,North Austin,MN,Skilled Nursing,6780000,0.1144,Skilled Nursing
HRE-2024-282-P11,HRE-2024-282,936 Dunlap Park,Kevinfurt,MP,Skilled Nursing,710000,0.1113,Skilled Nursing
HRE-2024-283-P1,HRE-2024-283,868 Hoover Wall,Whitneyport,FL,Medical Office,23500000,0.0769,Medical Office
HRE-2024-284-P1,HRE-2024-284,249 Rachel Route,East Jane,DE,Medical Office,16300000,0.0774,Medical Office
HRE-2024-285-P1,HRE-2024-285,470 Patton Station,South Cody,TN,Medical Office,13000000,0.0783,Medical Office
HRE-2024-286-P1,HRE-2024-286,608 Jackson Valleys,Lake Antonio,GU,Skilled Nursing,36400000,0.1041,Skilled Nursing
HRE-2024-287-P1,HRE-2024-287,962 Payne Cliff,Jonathanchester,TX,Senior Housing,20400000,0.0888,Senior Housing
HRE-2024-288-P1,HRE-2024-288,586 Franklin Fork,Aaronberg,MT,Skilled Nursing,29600000,0.1144,Skilled Nursing
HRE-2024-289-P1,HRE-2024-289,552 Williams Motorway,West Mariahland,IA,Medical Office,8000000,0.0818,Medical Office
HRE-2024-290-P1,HRE-2024-290,825 Alexis Garden,Lake Jamiehaven,WV,Medical Office,19300000,0.0767,Medical Office
HRE-2024-291-P1,HRE-2024-291,971 Rodriguez Spurs,East Michelle,VA,Skilled Nursing,17600000,0.1132,Skilled Nursing
HRE-2024-292-P1,HRE-2024-292,868 Mclean Creek,Port Lauren,NC,Medical Office,17800000,0.0754,Medical Office
HRE-2024-293-P1,HRE-2024-293,158 Nichols Groves,Hugheshaven,SD,Medical Office,27800000,0.0781,Medical Office
HRE-2024-294-P1,HRE-2024-294,36 Torres Forge,Orrborough,NE,Senior Housing,15400000,0.0889,Senior Housing
HRE-2024-295-P1,HRE-2024-295,159 Crystal Throughway,New Robert,ND,Skilled Nursing,16500000,0.1152,Skilled Nursing
HRE-2024-296-P1,HRE-2024-296,677 Nicole Fields,Guerreromouth,KS,Medical Office,8400000,0.0786,Medical Office
HRE-2024-297-P1,HRE-2024-297,595 Johnson Mountain,Nelsontown,WI,Life Science,9980000,0.0862,Life Science
HRE-2024-297-P2,HRE-2024-297,644 Torres Villages,Randallside,NV,Life Science,220000,0.0851,Life Science
HRE-2024-297-P3,HRE-2024-297,912 Hughes Meadows,North Benjamin,CT,Life Science,2960000,0.0844,Life Science
HRE-2024-297-P4,HRE-2024-297,729 Fowler Circles,Braunhaven,ND,Life Science,1710000,0.0839,Life Science
HRE-2024-297-P5,HRE-2024-297,641 Aaron Summit,West Jose,IN,Life Science,660000,0.0857,Life Science
HRE-2024-297-P6,HRE-2024-297,200 Guzman Views,Johnstonport,ID,Life Science,23020000,0.0865,Life Science
HRE-2024-297-P7,HRE-2024-297,881 Crystal Views,West Andrewmouth,WI,Life Science,19750000,0.0855,Life Science
HRE-2024-297-P8,HRE-2024-297,666 Rogers Flats,Griffinland,OR,Life Science,7600000,0.0836,Life Science
HRE-2024-298-P1,HRE-2024-298,963 Hill Union,Landryhaven,GU,Senior Housing,20500000,0.0754,Senior Housing
HRE-2024-299-P1,HRE-2024-299,639 Sanchez Keys,Lake Alejandrofort,AK,Medical Office,19980000,0.0782,Medical Office
HRE-2024-299-P2,HRE-2024-299,568 Brianna Brooks,Joshuahaven,SD,Medical Office,1390000,0.0785,Medical Office
HRE-2024-299-P3,HRE-2024-299,343 Maxwell Spurs,West David,KY,Medical Office,27640000,0.0795,Medical Office
HRE-2024-300-P1,HRE-2024-300,804 Winters Station,East Felicia,GU,Medical Office,25800000,0.0815,Medical Office
HRE-2024-301-P1,HRE-2024-301,924 Jose Dale,East Matthew,MA,Senior Housing,92200000,0.0897,Senior Housing
HRE-2024-302-P1,HRE-2024-302,774 Rose Rue,Reevesshire,PR,Skilled Nursing,12800000,0.099,Skilled Nursing
HRE-2024-303-P1,HRE-2024-303,983 Christina Drive,South Sara,WI,Medical Office,39190000,0.0795,Medical Office
HRE-2024-303-P2,HRE-2024-303,963 Mitchell Lights,Port Jill,AL,Medical Office,19150000,0.0796,Medical Office
HRE-2024-303-P3,HRE-2024-303,151 Boyd Spring,East Lynnland,MO,Medical Office,1070000,0.0781,Medical Office
HRE-2024-303-P4,HRE-2024-303,469 Christine Glen,Meganbury,SD,Medical Office,6630000,0.0787,Medical Office
HRE-2024-303-P5,HRE-2024-303,977 Laura Ridges,Port Jose,AL,Medical Office,5590000,0.0801,Medical Office
HRE-2024-303-P6,HRE-2024-303,936 Kristin Lodge,Lake Angela,DE,Medical Office,10160000,0.0776,Medical Office
HRE-2024-303-P7,HRE-2024-303,199 Hill Trace,Port Patriciaborough,AR,Medical Office,2910000,0.0783,Medical Office
HRE-2024-304-P1,HRE-2024-304,464 Roger Wall,Shaneborough,DE,Senior Housing,31600000,0.0807,Senior Housing
HRE-2024-305-P1,HRE-2024-305,131 Clark Roads,Robertfort,AZ,Medical Office,8000000,0.0808,Medical Office
HRE-2024-306-P1,HRE-2024-306,438 Bray Crossroad,East Leslie,MH,Skilled Nursing,47400000,0.1162,Skilled Nursing
HRE-2024-307-P1,HRE-2024-307,916 Amanda Groves,South Jacquelinefurt,ND,Medical Office,500000,0.0814,Medical Office
HRE-2024-307-P2,HRE-2024-307,216 Michael Burgs,North Robertberg,PR,Medical Office,11730000,0.0788,Medical Office
HRE-2024-307-P3,HRE-2024-307,859 Paul Island,Kimberlymouth,DC,Medical Office,5960000,0.0802,Medical Office
HRE-2024-307-P4,HRE-2024-307,568 Amanda Island,Joshualand,AL,Medical Office,2500000,0.0818,Medical Office
HRE-2024-307-P5,HRE-2024-307,29 Peters Glen,Popebury,SD,Medical Office,2260000,0.0797,Medical Office
HRE-2024-307-P6,HRE-2024-307,51 Williams Manor,Sandersmouth,FM,Medical Office,1440000,0.0814,Medical Office
HRE-2024-307-P7,HRE-2024-307,640 Zachary Loaf,Markmouth,IN,Medical Office,710000,0.0798,Medical Office
HRE-2024-307-P8,HRE-2024-307,880 Richard Turnpike,Cruzchester,VI,Medical Office,3410000,0.0804,Medical Office
HRE-2024-307-P9,HRE-2024-307,224 Calhoun Route,Tammystad,UT,Medical Office,840000,0.0786,Medical Office
HRE-2024-307-P10,HRE-2024-307,463 Singleton Greens,New Michelle,AZ,Medical Office,5640000,0.0791,Medical Office
HRE-2024-307-P11,HRE-2024-307,50 Lindsey Knoll,South Manuelmouth,SD,Medical Office,2310000,0.0795,Medical Office
HRE-2024-308-P1,HRE-2024-308,264 Murray Cape,Brendachester,MH,Medical Office,16400000,0.0804,Medical Office
HRE-2024-309-P1,HRE-2024-309,507 Tyler Pines,Jonesborough,IA,Senior Housing,11600000,0.0905,Senior Housing
HRE-2024-310-P1,HRE-2024-310,677 Destiny Spring,South Elizabeth,OK,Senior Housing,22400000,0.0892,Senior Housing
HRE-2024-311-P1,HRE-2024-311,366 Moore Well,East Cory,UT,Senior Housing,1330000,0.084,Senior Housing
HRE-2024-311-P2,HRE-2024-311,946 Wilson Tunnel,Port Christopher,VA,Senior Housing,1100000,0.0834,Senior Housing
HRE-2024-311-P3,HRE-2024-311,114 Oneill Terrace,Tracyhaven,WV,Senior Housing,4220000,0.0839,Senior Housing
HRE-2024-311-P4,HRE-2024-311,924 Pacheco Ranch,East Michaelburgh,AK,Senior Housing,5870000,0.0819,Senior Housing
HRE-2024-311-P5,HRE-2024-311,133 Kenneth Stravenue,North Frederick,VT,Senior Housing,5440000,0.0838,Senior Housing
HRE-2024-311-P6,HRE-2024-311,638 Benjamin Turnpike,Shannonfurt,OH,Senior Housing,1290000,0.0843,Senior Housing
HRE-2024-311-P7,HRE-2024-311,5 Gregory Track,West Chadburgh,OR,Senior Housing,1320000,0.083,Senior Housing
HRE-2024-311-P8,HRE-2024-311,714 Michael Station,Kington,VT,Senior Housing,640000,0.0834,Senior Housing
HRE-2024-311-P9,HRE-2024-311,535 Williams Expressway,Watersville,DC,Senior Housing,15460000,0.0843,Senior Housing
HRE-2024-311-P10,HRE-2024-311,989 Jacqueline Tunnel,Michaelstad,VA,Senior Housing,14480000,0.0817,Senior Housing
HRE-2024-311-P11,HRE-2024-311,537 Schroeder Stravenue,South Mauriceshire,OK,Senior Housing,3170000,0.0829,Senior Housing
HRE-2024-311-P12,HRE-2024-311,33 Joshua Islands,East Jessicaview,MP,Senior Housing,12880000,0.0815,Senior Housing
HRE-2024-312-P1,HRE-2024-312,822 Adams Bridge,Lucasside,OK,Senior Housing,8000000,0.0902,Senior Housing
HRE-2024-313-P1,HRE-2024-313,613 Juarez Motorway,Cindybury,NC,Medical Office,460000,0.0803,Medical Office
HRE-2024-313-P2,HRE-2024-313,729 Anita Corners,Quinnbury,CO,Medical Office,1110000,0.0796,Medical Office
HRE-2024-313-P3,HRE-2024-313,936 Blair Brooks,Huntbury,OK,Medical Office,8090000,0.0816,Medical Office
HRE-2024-313-P4,HRE-2024-313,246 Sanchez Square,North Johnfort,NJ,Medical Office,19010000,0.0801,Medical Office
HRE-2024-313-P5,HRE-2024-313,995 Hill Park,North Andrew,GA,Medical Office,12390000,0.0787,Medical Office
HRE-2024-313-P6,HRE-2024-313,579 Alyssa Harbors,Port Elizabeth,ID,Medical Office,630000,0.0791,Medical Office
HRE-2024-313-P7,HRE-2024-313,96 Johnson Square,South Kelsey,OK,Medical Office,4810000,0.0807,Medical Office
HRE-2024-313-P8,HRE-2024-313,278 Christine Court,Port Amytown,MH,Medical Office,4300000,0.0785,Medical Office
HRE-2024-314-P1,HRE-2024-314,293 Billy Freeway,Lake Reginald,KY,Medical Office,14300000,0.0758,Medical Office
HRE-2024-315-P1,HRE-2024-315,265 Moody Station,New Michaelside,MH,Life Science,29900000,0.0866,Life Science
HRE-2024-316-P1,HRE-2024-316,170 Porter Brooks,Parkerfurt,PR,Skilled Nursing,14300000,0.1032,Skilled Nursing
HRE-2024-317-P1,HRE-2024-317,388 Lloyd Oval,Millerview,ID,Senior Housing,25800000,0.085,Senior Housing
HRE-2024-318-P1,HRE-2024-318,549 Miller Island,South Lisa,VA,Medical Office,7780000,0.0803,Medical Office
HRE-2024-318-P2,HRE-2024-318,114 Zuniga Plaza,Rogersland,ME,Medical Office,16540000,0.0815,Medical Office
HRE-2024-318-P3,HRE-2024-318,310 Joshua Path,Lesterside,OK,Medical Office,2280000,0.081,Medical Office
HRE-2024-318-P4,HRE-2024-318,167 Mercer Keys,Karenmouth,GA,Medical Office,29810000,0.0799,Medical Office
HRE-2024-318-P5,HRE-2024-318,283 Becky Island,Reginaldchester,MH,Medical Office,15420000,0.0794,Medical Office
HRE-2024-318-P6,HRE-2024-318,399 Amy Rapid,South Josephberg,CO,Medical Office,5560000,0.0805,Medical Office
HRE-2024-318-P7,HRE-2024-318,323 Ruiz Park,Paigechester,MS,Medical Office,720000,0.0807,Medical Office
HRE-2024-319-P1,HRE-2024-319,594 Shelby Junctions,Port Jamesview,MD,Medical Office,17300000,0.0776,Medical Office
HRE-2024-320-P1,HRE-2024-320,805 Ryan Shoals,East Josephmouth,AK,Medical Office,18400000,0.0792,Medical Office
HRE-2024-321-P1,HRE-2024-321,752 Michael Fall,West Candiceside,WI,Life Science,8900000,0.0842,Life Science
HRE-2024-322-P1,HRE-2024-322,926 Kimberly Place,Port Robert,NV,Medical Office,15300000,0.0811,Medical Office
HRE-2024-323-P1,HRE-2024-323,990 David Squares,North Stephen,HI,Medical Office,8990000,0.0803,Medical Office
HRE-2024-323-P2,HRE-2024-323,765 Jenkins Mission,West Dylan,MP,Medical Office,1320000,0.0812,Medical Office
HRE-2024-323-P3,HRE-2024-323,427 Thomas Union,North Shawntown,CO,Medical Office,230000,0.0788,Medical Office
HRE-2024-323-P4,HRE-2024-323,195 Nichols Stravenue,Shawland,GU,Medical Office,4330000,0.0782,Medical Office
